# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_fdr_bh	study_items
GO:0015031	BP	e	protein transport	26/1277	336/43182	9.726349700635858e-06	6	26	0.1184766657034454	0.0012514147148116144	287, 857, 1063, 4645, 4678, 5296, 5481, 6453, 8724, 10203, 10807, 23225, 23265, 27147, 51361, 53353, 55738, 57111, 79874, 83547, 90203, 91461, 92714, 163486, 376267, 404636
GO:0032956	BP	e	regulation of actin cytoskeleton organization	12/1277	87/43182	9.768987564809259e-06	7	12	0.11899603752694159	0.0012514147148116144	683, 1398, 2039, 4035, 6093, 9620, 10391, 10395, 23433, 23500, 55971, 85458
GO:0030308	BP	e	negative regulation of cell growth	14/1277	117/43182	9.862557476554878e-06	6	14	0.12013581262191497	0.0012514147148116144	1031, 1410, 2100, 2273, 3624, 4487, 4881, 6586, 6597, 7481, 9686, 64321, 84722, 123879
GO:0006094	BP	e	gluconeogenesis	9/1277	48/43182	9.982746613167612e-06	7	9	0.12159983649499469	0.001253606561804069	230, 2819, 3953, 4190, 5091, 5105, 5207, 5950, 8850
GO:0001701	BP	e	in utero embryonic development	19/1277	203/43182	1.0945370439090565e-05	7	19	0.13332555731856216	0.001353952806109423	284, 338, 650, 657, 729, 788, 891, 2625, 3688, 4487, 5745, 9133, 10018, 10087, 23414, 28982, 55273, 57669, 57680
GO:0006936	BP	e	muscle contraction	11/1277	74/43182	1.1004131664463744e-05	4	11	0.13404132780483285	0.001353952806109423	444, 1160, 1410, 5348, 6640, 7111, 8082, 10087, 10345, 25802, 30819
GO:0030198	BP	e	extracellular matrix organization	16/1277	151/43182	1.1359760538279267e-05	5	16	0.13837324311677976	0.0013837324311677976	1282, 1300, 1301, 1842, 1999, 4320, 5212, 6692, 8434, 9509, 11096, 57188, 64066, 79148, 133584, 151887
GO:0001889	BP	e	liver development	11/1277	75/43182	1.2553100631042556e-05	5	11	0.15290931878672936	0.0014991109684973469	34, 38, 1030, 1050, 3280, 3720, 5290, 8854, 25807, 51599, 84159
GO:0043491	BP	e	phosphatidylinositol 3-kinase/protein kinase B signal transduction	11/1277	75/43182	1.2553100631042556e-05	6	11	0.15290931878672936	0.0014991109684973469	2065, 2247, 2625, 5290, 5296, 5728, 7301, 55024, 55273, 55615, 80243
GO:0001935	BP	e	endothelial cell proliferation	7/1277	28/43182	1.3360419282344816e-05	4	7	0.1627432672782422	0.0015648391084446365	857, 858, 947, 2247, 2252, 9839, 196740
GO:0051497	BP	e	negative regulation of stress fiber assembly	7/1277	28/43182	1.3360419282344816e-05	11	7	0.1627432672782422	0.0015648391084446365	395, 1901, 4070, 4653, 10391, 10395, 85415
GO:0006468	BP	e	protein phosphorylation	27/1277	364/43182	1.4191647253965055e-05	6	27	0.17286845520054833	0.0016418933677863196	157, 657, 983, 1452, 2011, 2241, 2534, 3609, 3716, 3985, 3991, 5164, 5166, 5532, 5590, 5602, 6093, 6790, 7481, 8536, 10110, 23049, 23235, 23604, 51776, 130399, 132158
GO:0008544	BP	e	epidermis development	11/1277	76/43182	1.4287882520757726e-05	4	11	0.17404069698534985	0.0016418933677863196	224, 412, 488, 1832, 2012, 2171, 2252, 6692, 10555, 79977, 79987
GO:0007010	BP	e	cytoskeleton organization	15/1277	138/43182	1.5580354240219714e-05	5	15	0.18978429500011634	0.0017588389625083848	274, 287, 2038, 2039, 5064, 9645, 10810, 30011, 51776, 55615, 83660, 121512, 152503, 161176, 375790
GO:0006260	BP	e	DNA replication	12/1277	91/43182	1.5594336093170147e-05	7	12	0.18995460795090557	0.0017588389625083848	150, 983, 4171, 4173, 4678, 4774, 5424, 5928, 6241, 9768, 51514, 63922
GO:0043065	BP	e	positive regulation of apoptotic process	23/1277	285/43182	1.595000478674391e-05	6	23	0.19428700830732756	0.001782449617498418	274, 580, 650, 665, 835, 2308, 2822, 3688, 3725, 5481, 6548, 6659, 7153, 7704, 8854, 8893, 10018, 23604, 23612, 51776, 84883, 123879, 130399
GO:0030866	BP	e	cortical actin cytoskeleton organization	7/1277	29/43182	1.7162159645255328e-05	7	7	0.20905226663885515	0.0018833537535031994	2037, 3993, 6093, 7094, 23136, 23433, 30846
GO:0071773	BP	e	cellular response to BMP stimulus	7/1277	29/43182	1.7162159645255328e-05	5	7	0.20905226663885515	0.0018833537535031994	650, 654, 657, 2625, 6692, 10653, 55273
GO:2000647	BP	e	negative regulation of stem cell proliferation	6/1277	20/43182	1.7943729651748602e-05	6	6	0.2185725708879497	0.001951540811499551	1031, 2247, 2810, 3664, 7481, 58495
GO:0045766	BP	e	positive regulation of angiogenesis	15/1277	140/43182	1.851787822793782e-05	7	15	0.2255662746945106	0.0019961617229602704	861, 947, 1215, 2246, 2247, 2277, 3688, 3728, 5587, 7423, 10016, 51129, 51752, 126393, 147372
GO:0086091	BP	e	regulation of heart rate by cardiac conduction	8/1277	40/43182	1.895747181970534e-05	8	8	0.23092096423583075	0.002008008384659398	274, 287, 781, 857, 1832, 3728, 6330, 10008
GO:0060395	BP	e	SMAD protein signal transduction	8/1277	40/43182	1.895747181970534e-05	6	8	0.23092096423583075	0.002008008384659398	3624, 3725, 4012, 7018, 7431, 11030, 84913, 168667
GO:0007229	BP	e	integrin-mediated signaling pathway	12/1277	93/43182	1.950609435929976e-05	6	12	0.2376037353906304	0.002048308063712331	3672, 3679, 3688, 3911, 5587, 5781, 7094, 8613, 9270, 10451, 10979, 55920
GO:0008283	BP	e	cell population proliferation	14/1277	125/43182	2.1117290183643883e-05	2	14	0.2572297117269661	0.0021799128112454757	444, 2028, 3479, 4081, 5745, 6574, 6867, 7704, 8322, 8854, 10087, 58495, 65108, 79977
GO:0001501	BP	e	skeletal system development	14/1277	125/43182	2.1117290183643883e-05	4	14	0.2572297117269661	0.0021799128112454757	650, 654, 1028, 1300, 2200, 2662, 3206, 3479, 4883, 5549, 5745, 7227, 7421, 91461
GO:0030217	BP	e	T cell differentiation	8/1277	41/43182	2.2944514624394364e-05	7	8	0.2794871326397477	0.0023486313667205696	1840, 2625, 3952, 3953, 5296, 5532, 6659, 23598
GO:0006909	BP	e	phagocytosis	10/1277	66/43182	2.3156267144999884e-05	6	10	0.2820664900932436	0.002350554084110363	301, 3688, 3952, 3953, 4035, 5290, 7099, 7301, 9936, 56882
GO:0050892	BP	e	intestinal absorption	5/1277	13/43182	2.3690320981392766e-05	4	5	0.2885717998743453	0.0023848909080524403	48, 150, 948, 3952, 7421
GO:0051091	BP	e	positive regulation of DNA-binding transcription factor activity	12/1277	95/43182	2.424639182522454e-05	10	12	0.2953452988230601	0.0024208631051070503	650, 2100, 3728, 4921, 5468, 5728, 6597, 8322, 8613, 11043, 28984, 84159
GO:1903672	BP	e	positive regulation of sprouting angiogenesis	6/1277	21/43182	2.4492117054540772e-05	8	6	0.29833847784136114	0.002425516080011066	2246, 2247, 3716, 5315, 9314, 168667
GO:0086036	BP	e	regulation of cardiac muscle cell membrane potential	4/1277	7/43182	2.4806847028043004e-05	4	4	0.3021722036485918	0.002436872610069289	488, 5348, 6548, 10345
GO:0060675	BP	e	ureteric bud morphogenesis	3/1277	3/43182	2.5803206006335942e-05	9	3	0.3143088523631781	0.002455537909087329	3280, 4070, 7481
GO:0098903	BP	e	regulation of membrane repolarization during action potential	3/1277	3/43182	2.5803206006335942e-05	5	3	0.3143088523631781	0.002455537909087329	781, 784, 857
GO:0060672	BP	e	epithelial cell morphogenesis involved in placental branching	3/1277	3/43182	2.5803206006335942e-05	5	3	0.3143088523631781	0.002455537909087329	6768, 10653, 79977
GO:0048871	BP	e	multicellular organismal-level homeostasis	3/1277	3/43182	2.5803206006335942e-05	2	3	0.3143088523631781	0.002455537909087329	4692, 10848, 23371
GO:1990830	BP	e	cellular response to leukemia inhibitory factor	12/1277	96/43182	2.6971266595714746e-05	6	12	0.3285369984024013	0.002546798437227917	1488, 1840, 3070, 3720, 8322, 9314, 10765, 22808, 26577, 54836, 64321, 84159
GO:0006099	BP	e	tricarboxylic acid cycle	7/1277	31/43182	2.7458960426551636e-05	3	7	0.33447759695582546	0.002567400884878142	48, 3419, 4190, 5160, 8802, 8803, 23530
GO:2000134	BP	e	negative regulation of G1/S transition of mitotic cell cycle	8/1277	42/43182	2.761099383622335e-05	9	8	0.33632951591903665	0.002567400884878142	1030, 2146, 2273, 3624, 5728, 9314, 23026, 123879
GO:0051056	BP	e	regulation of small GTPase mediated signal transduction	13/1277	113/43182	3.09870574206101e-05	7	13	0.37745334644045164	0.0028594950487913005	395, 5924, 6453, 7410, 10144, 10395, 10451, 23779, 55701, 57514, 57569, 80243, 121512
GO:0046597	BP	e	negative regulation of viral entry into host cell	6/1277	22/43182	3.283377809454536e-05	6	6	0.399948250969657	0.0030071297065387744	2934, 8724, 11043, 81559, 131578, 286827
GO:0002027	BP	e	regulation of heart rate	7/1277	32/43182	3.4251994043442226e-05	7	7	0.41722353944316976	0.0030905447366160726	287, 801, 845, 1910, 3764, 6640, 153396
GO:0046676	BP	e	negative regulation of insulin secretion	7/1277	32/43182	3.4251994043442226e-05	10	7	0.41722353944316976	0.0030905447366160726	150, 2308, 3033, 3745, 5781, 94121, 130399
GO:0097284	BP	e	hepatocyte apoptotic process	5/1277	14/43182	3.595205469169462e-05	6	5	0.43793197819953217	0.0031965837824783367	103, 1788, 2934, 3856, 3875
GO:0035108	BP	e	limb morphogenesis	5/1277	14/43182	3.595205469169462e-05	4	5	0.43793197819953217	0.0031965837824783367	444, 4774, 4882, 5125, 91461
GO:0032868	BP	e	response to insulin	10/1277	70/43182	3.913441277567043e-05	7	10	0.4766962820204415	0.003454320884206098	847, 1408, 3033, 3764, 3952, 5105, 5207, 28999, 117581, 130399
GO:0007266	BP	e	Rho protein signal transduction	9/1277	57/43182	4.220118162109488e-05	8	9	0.5140525933265567	0.0036982200958745083	150, 395, 6093, 6242, 8727, 9620, 10435, 54869, 64787
GO:0061484	BP	e	hematopoietic stem cell homeostasis	6/1277	23/43182	4.33109689366985e-05	4	6	0.5275709126179244	0.003741637678141308	103, 6659, 11167, 51705, 80177, 132299
GO:0010839	BP	e	negative regulation of keratinocyte proliferation	6/1277	23/43182	4.33109689366985e-05	7	6	0.5275709126179244	0.003741637678141308	687, 2810, 3664, 6935, 7421, 83481
GO:0042060	BP	e	wound healing	10/1277	71/43182	4.435183987279476e-05	4	10	0.540249761490513	0.0038045757851444574	1832, 2065, 2246, 2247, 3479, 6385, 8613, 8837, 54566, 83481
GO:0007015	BP	e	actin filament organization	14/1277	134/43182	4.609232267611326e-05	5	14	0.5614505825177356	0.003898962378595386	2934, 4641, 4645, 4646, 4690, 7018, 7111, 10435, 23433, 25802, 30011, 57619, 65108, 89941
GO:0007417	BP	e	central nervous system development	14/1277	134/43182	4.609232267611326e-05	4	14	0.5614505825177356	0.003898962378595386	224, 2018, 2934, 3720, 4692, 5728, 6285, 6711, 7704, 9620, 25960, 54221, 65108, 124540
GO:0019933	BP	e	cAMP-mediated signaling	8/1277	45/43182	4.661948767697476e-05	8	8	0.5678719793932295	0.003916358478573996	117, 5136, 5138, 5139, 5140, 5151, 8622, 50940
GO:1900027	BP	e	regulation of ruffle assembly	4/1277	8/43182	4.8446985740814485e-05	8	4	0.5901327333088613	0.004042005022663433	857, 5962, 51057, 55920
GO:0090263	BP	e	positive regulation of canonical Wnt signaling pathway	12/1277	102/43182	4.9605431081333854e-05	8	12	0.6042437560017276	0.004110501741508352	857, 2247, 2719, 3728, 5494, 6659, 8434, 9736, 9839, 23500, 25960, 84870
GO:0071260	BP	e	cellular response to mechanical stimulus	10/1277	72/43182	5.0151040653486485e-05	5	10	0.6108898262001189	0.004127633960811614	477, 654, 835, 2247, 5138, 6548, 7099, 7481, 22927, 90865
GO:0030010	BP	e	establishment of cell polarity	7/1277	34/43182	5.1992492908130374e-05	3	7	0.6333205561139361	0.0042442033463704724	1398, 2011, 3764, 5590, 9638, 23286, 117583
GO:0006111	BP	e	regulation of gluconeogenesis	5/1277	15/43182	5.261265128494715e-05	7	5	0.6408747053019412	0.0042442033463704724	34, 2908, 3952, 5164, 55657
GO:0060074	BP	e	synapse maturation	5/1277	15/43182	5.261265128494715e-05	6	5	0.6408747053019412	0.0042442033463704724	4774, 5064, 5728, 22871, 91851
GO:0001649	BP	e	osteoblast differentiation	13/1277	119/43182	5.356214397807024e-05	4	13	0.6524404757968736	0.004292371551295221	103, 650, 654, 657, 847, 2247, 2662, 3183, 4653, 5179, 7481, 22800, 23020
GO:0008584	BP	e	male gonad development	12/1277	103/43182	5.465181595819694e-05	5	12	0.6657137701867969	0.004348644947243325	2625, 3206, 3624, 3973, 4678, 8644, 10018, 22836, 23598, 51804, 84159, 317719
GO:0070830	BP	e	bicellular tight junction assembly	8/1277	46/43182	5.49783533269413e-05	8	8	0.669691321875472	0.004348644947243325	1364, 7122, 7481, 79778, 79977, 91862, 153562, 100506658
GO:0006879	BP	e	intracellular iron ion homeostasis	9/1277	59/43182	5.591041838199311e-05	6	9	0.6810448063110581	0.0043623331347908585	48, 654, 1534, 4891, 7018, 23479, 26234, 28982, 286133
GO:0035023	BP	e	regulation of Rho protein signal transduction	6/1277	24/43182	5.630423815299497e-05	9	6	0.6858419249416318	0.0043623331347908585	9754, 10395, 54869, 56882, 57569, 64787
GO:0032967	BP	e	positive regulation of collagen biosynthetic process	6/1277	24/43182	5.630423815299497e-05	6	6	0.6858419249416318	0.0043623331347908585	861, 3624, 4921, 7431, 28984, 55323
GO:0009636	BP	e	response to toxic substance	10/1277	73/43182	5.6583912264752946e-05	3	10	0.6892486352969557	0.0043623331347908585	983, 999, 1066, 1788, 5179, 6335, 6382, 7298, 10249, 11185
GO:0001934	BP	e	positive regulation of protein phosphorylation	17/1277	193/43182	6.715950350951223e-05	9	17	0.8180699122493684	0.005145093787731877	284, 650, 1910, 1942, 2277, 3624, 3952, 3953, 3985, 5919, 7423, 9370, 10826, 55615, 79817, 128239, 150696
GO:0042744	BP	e	hydrogen peroxide catabolic process	6/1277	25/43182	7.223344030605347e-05	5	6	0.8798755363680373	0.005499222102300233	847, 2878, 3039, 3043, 3047, 3048
GO:0043171	BP	e	peptide catabolic process	5/1277	16/43182	7.466218705009342e-05	5	5	0.909460100457188	0.005613951237390048	2028, 4012, 29953, 51752, 206338
GO:0014009	BP	e	glial cell proliferation	5/1277	16/43182	7.466218705009342e-05	3	5	0.909460100457188	0.005613951237390048	3953, 4774, 5179, 6659, 163175
GO:0051384	BP	e	response to glucocorticoid	8/1277	48/43182	7.546043296666652e-05	7	8	0.9191835339669648	0.005639162785073404	594, 654, 1036, 2690, 5207, 6382, 7298, 9370
GO:0001657	BP	e	ureteric bud development	7/1277	36/43182	7.662578639100087e-05	8	7	0.9333787040287815	0.005691333561151107	384, 847, 4072, 6382, 6385, 6492, 168667
GO:0006915	BP	e	apoptotic process	33/1277	534/43182	8.407905196805886e-05	4	33	1.0	0.0062070723152904544	148, 835, 983, 1149, 2012, 2308, 2908, 3070, 3764, 4171, 5481, 5587, 5728, 6242, 6461, 6790, 7704, 8837, 8870, 9618, 10018, 10395, 10848, 23136, 23604, 26155, 30011, 51100, 57402, 59347, 63924, 83636, 84674
GO:1904668	BP	e	positive regulation of ubiquitin protein ligase activity	4/1277	9/43182	8.515594769768988e-05	12	4	1.0	0.006211285023386589	991, 5728, 8555, 11065
GO:1900748	BP	e	positive regulation of vascular endothelial growth factor signaling pathway	4/1277	9/43182	8.515594769768988e-05	7	4	1.0	0.006211285023386589	3688, 4641, 7148, 147372
GO:0071320	BP	e	cellular response to cAMP	8/1277	49/43182	8.786069370462421e-05	7	8	1.0	0.006370423273904926	1393, 2039, 2819, 5105, 5138, 5179, 7430, 9370
GO:0045444	BP	e	fat cell differentiation	10/1277	77/43182	8.98118064941365e-05	4	10	1.0	0.006435280087676922	1050, 1052, 2308, 2662, 3764, 9314, 23414, 51752, 55908, 84159
GO:0008203	BP	e	cholesterol metabolic process	10/1277	77/43182	8.98118064941365e-05	6	10	1.0	0.006435280087676922	19, 338, 847, 1050, 1066, 3952, 3953, 3991, 6713, 7436
GO:0005977	BP	e	glycogen metabolic process	6/1277	26/43182	9.155853708592141e-05	6	6	1.0	0.006522073334757945	2632, 3953, 5502, 5836, 5837, 7360
GO:1904707	BP	e	positive regulation of vascular associated smooth muscle cell proliferation	7/1277	37/43182	9.210286756991395e-05	7	7	1.0	0.006522703662029778	657, 1786, 2247, 3479, 3725, 4921, 10203
GO:0032355	BP	e	response to estradiol	10/1277	78/43182	0.00010031505025036975	5	10	1.0	0.006945843404865361	117, 847, 1410, 1446, 1788, 2146, 3952, 5179, 5737, 8854
GO:0071395	BP	e	cellular response to jasmonic acid stimulus	3/1277	4/43182	0.00010092884678279032	7	3	1.0	0.006945843404865361	1645, 1646, 8644
GO:0042482	BP	e	positive regulation of odontogenesis	3/1277	4/43182	0.00010092884678279032	7	3	1.0	0.006945843404865361	650, 947, 4487
GO:0001692	BP	e	histamine metabolic process	3/1277	4/43182	0.00010092884678279032	6	3	1.0	0.006945843404865361	3176, 6581, 222962
GO:0010715	BP	e	regulation of extracellular matrix disassembly	3/1277	4/43182	0.00010092884678279032	6	3	1.0	0.006945843404865361	780, 4035, 4921
GO:0071404	BP	e	cellular response to low-density lipoprotein particle stimulus	5/1277	17/43182	0.00010319523779512546	6	5	1.0	0.007022464757443705	19, 948, 1066, 3688, 5468
GO:0042326	BP	e	negative regulation of phosphorylation	5/1277	17/43182	0.00010319523779512546	8	5	1.0	0.007022464757443705	1028, 1030, 1031, 3624, 6093
GO:0051649	BP	e	establishment of localization in cell	11/1277	94/43182	0.00010624656689659131	3	11	1.0	0.007189941285374327	338, 857, 1770, 5321, 6330, 7301, 10345, 11130, 63982, 64805, 79864
GO:1904646	BP	e	cellular response to amyloid-beta	7/1277	38/43182	0.00011003175900620236	7	7	1.0	0.007404955008036193	154, 781, 948, 2534, 3479, 4035, 7099
GO:0051496	BP	e	positive regulation of stress fiber assembly	8/1277	51/43182	0.00011774881478182007	11	8	1.0	0.007880759960754671	4653, 6281, 6385, 7481, 9270, 9530, 10979, 28984
GO:0032465	BP	e	regulation of cytokinesis	7/1277	39/43182	0.0001306956021826284	6	7	1.0	0.008699470656757358	801, 6790, 9055, 9727, 10807, 51100, 63971
GO:0007420	BP	e	brain development	16/1277	185/43182	0.00013457913245999988	4	16	1.0	0.0088907367456674	1282, 1901, 2009, 2018, 4826, 5781, 5928, 6414, 6659, 7360, 22931, 23030, 54510, 57680, 79864, 79977
GO:0007264	BP	e	small GTPase mediated signal transduction	10/1277	81/43182	0.00013826856587827074	6	10	1.0	0.0088907367456674	5337, 7410, 10451, 11261, 22931, 23433, 23779, 57514, 89941, 139818
GO:0042448	BP	e	progesterone metabolic process	4/1277	10/43182	0.0001385957887786808	6	4	1.0	0.0088907367456674	1645, 1646, 8644, 10858
GO:0006000	BP	e	fructose metabolic process	4/1277	10/43182	0.0001385957887786808	6	4	1.0	0.0088907367456674	230, 5207, 5209, 5210
GO:0044598	BP	e	doxorubicin metabolic process	4/1277	10/43182	0.0001385957887786808	6	4	1.0	0.0088907367456674	1645, 1646, 8644, 27233
GO:0010744	BP	e	positive regulation of macrophage derived foam cell differentiation	5/1277	18/43182	0.0001394081535524566	6	5	1.0	0.0088907367456674	338, 948, 4023, 5320, 5322
GO:0060065	BP	e	uterus development	5/1277	18/43182	0.0001394081535524566	4	5	1.0	0.0088907367456674	1028, 2625, 3206, 3973, 5950
GO:0032332	BP	e	positive regulation of chondrocyte differentiation	5/1277	18/43182	0.0001394081535524566	7	5	1.0	0.0088907367456674	654, 6660, 7704, 51222, 91461
GO:0065003	BP	e	protein-containing complex assembly	13/1277	132/43182	0.00015535849902959724	5	13	1.0	0.009856363941039187	983, 2039, 3280, 3915, 4286, 5481, 6892, 7003, 9341, 9659, 10810, 29103, 100506658
GO:0048041	BP	e	focal adhesion assembly	6/1277	29/43182	0.0001751213310260112	7	6	1.0	0.01105260587164685	395, 10391, 10395, 10580, 10979, 55920
GO:0043010	BP	e	camera-type eye development	7/1277	41/43182	0.00018146150649645285	6	7	1.0	0.011393724797078827	1028, 2200, 4081, 4286, 51057, 57545, 79977
GO:0005978	BP	e	glycogen biosynthetic process	5/1277	19/43182	0.0001845955557598353	7	5	1.0	0.011531069049797713	34, 2632, 2998, 7360, 8908
GO:0046718	BP	e	viral entry into host cell	11/1277	101/43182	0.00020280712938283124	6	11	1.0	0.01260404919904218	983, 1525, 3609, 3688, 4360, 6541, 7301, 25945, 30835, 79581, 339390
GO:0018105	BP	e	peptidyl-serine phosphorylation	14/1277	154/43182	0.00020611019072788446	8	14	1.0	0.01274430575257036	983, 1452, 2011, 5105, 5587, 5590, 5603, 6093, 6790, 8536, 10110, 23049, 51776, 146057
GO:0030336	BP	e	negative regulation of cell migration	13/1277	136/43182	0.00020939070054828456	6	13	1.0	0.012762287300691936	999, 4282, 4286, 5728, 5928, 7122, 7481, 8434, 9370, 10395, 56940, 57406, 83481
GO:0006734	BP	e	NADH metabolic process	4/1277	11/43182	0.00021268732633120948	11	4	1.0	0.012762287300691936	2819, 4190, 4199, 5091
GO:0043951	BP	e	negative regulation of cAMP-mediated signaling	4/1277	11/43182	0.00021268732633120948	8	4	1.0	0.012762287300691936	5138, 5139, 5140, 50940
GO:0010739	BP	e	positive regulation of protein kinase A signaling	4/1277	11/43182	0.00021268732633120948	8	4	1.0	0.012762287300691936	154, 4282, 9370, 9590
GO:0032754	BP	e	positive regulation of interleukin-5 production	4/1277	11/43182	0.00021268732633120948	10	4	1.0	0.012762287300691936	2625, 5590, 85480, 90865
GO:0015670	BP	e	carbon dioxide transport	4/1277	11/43182	0.00021268732633120948	6	4	1.0	0.012762287300691936	3039, 3043, 3047, 3048
GO:0042632	BP	e	cholesterol homeostasis	10/1277	86/43182	0.0002282364477454745	5	10	1.0	0.013628177303860907	19, 338, 857, 1066, 1645, 2167, 4023, 84649, 338328, 100133941
